name,platform,year_of_release,genre,publisher,developer,na_sales,eu_sales,jp_sales,critic_score,user_score
NBA Live 16,XOne,2015.0,Sports,Electronic Arts,EA Sports,0.09,0.01,0.0,60.0,5.6
Arcade Party Pak,PS,1999.0,Misc,Midway Games,,0.06,0.04,0.0,,
Deus Ex: Human Revolution,WiiU,2013.0,Shooter,Square Enix,,0.05,0.05,0.0,,
Sonic Generations,PC,2011.0,Platform,Sega,Sega,0.02,0.07,0.0,77.0,8.3
Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004.0,Puzzle,Namco Bandai Games,,0.0,0.0,0.11,,
Yamaha Supercross,DS,2009.0,Racing,Zoo Digital Publishing,Coyote Console,0.1,0.0,0.0,,tbd
Hitman Trilogy,PS2,2007.0,Action,Eidos Interactive,Eidos Interactive,0.05,0.04,0.0,,tbd
Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006.0,Misc,Square Enix,,0.0,0.0,0.11,,
Astro Boy: The Video Game,Wii,2009.0,Action,D3Publisher,High Voltage Software,0.1,0.0,0.0,48.0,3.5
Railroad Tycoon II,PS,1999.0,Strategy,PopTop Software,,0.06,0.04,0.0,,
The Cheetah Girls: Pop Star Sensations,DS,2007.0,Misc,Disney Interactive Studios,Handheld Games,0.1,0.0,0.0,,tbd
Kirarin * Revolution: Kira Kira Idol Audition,DS,2006.0,Simulation,Konami Digital Entertainment,,0.0,0.0,0.11,,
Rock Band: Metal Track Pack,Wii,2009.0,Misc,MTV Games,Harmonix Music Systems,0.1,0.0,0.0,,tbd
Ranma 1/2: Akanekodan Teki Hihou,SNES,1993.0,Role-Playing,TOHO,,0.0,0.0,0.11,,
Grand Theft Auto: San Andreas,X360,2008.0,Action,Take-Two Interactive,War Drum Studios,0.08,0.02,0.0,,7.5
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011.0,Action,THQ,,0.07,0.03,0.0,,
Planet 51,X360,2009.0,Action,Sega,Pyro Studios,0.07,0.03,0.0,53.0,tbd
The BIGS,PSP,2007.0,Sports,Take-Two Interactive,Blue Castle Games,0.1,0.0,0.0,72.0,tbd
[Prototype 2],PC,2012.0,Action,Activision,Radical Entertainment,0.07,0.03,0.0,76.0,6.4
Zombie Army Trilogy,XOne,2015.0,Shooter,Rebellion Developments,Rebellion,0.05,0.05,0.0,62.0,7.2
Happy Feet Two,PS3,,Action,Warner Bros. Interactive Entertainment,,0.09,0.0,0.0,,
Victory Zone,PS,1995.0,Misc,Sony Computer Entertainment,,0.0,0.0,0.1,,
Cabela's North American Adventures,X360,2010.0,Sports,Activision,FUN Labs,0.1,0.0,0.0,51.0,9
Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,Neverland,0.1,0.0,0.0,43.0,5.6
Cabela's Adventure Camp,PS3,2011.0,Misc,Activision,Activision,0.06,0.03,0.0,,tbd
Goal Storm '97,PS,1996.0,Sports,Konami Digital Entertainment,,0.01,0.0,0.09,,
Paws & Claws: Pet Resort,Wii,2009.0,Simulation,THQ,,0.1,0.0,0.0,,
Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,Happy Happening,0.08,0.02,0.0,75.0,7
Dynasty Warriors Advance,GBA,2005.0,Action,Nintendo,Koei,0.08,0.03,0.0,56.0,tbd
God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,Namco Bandai Games,Shift,0.0,0.01,0.09,69.0,8
Pachi-Slot Aruze Oukoku 3,PS,2000.0,Misc,Aruze Corp,,0.0,0.0,0.1,,
Tournament Pool,Wii,2009.0,Sports,Destineer,Destineer,0.1,0.0,0.0,,tbd
Rock Band Track Pack: Classic Rock,PS3,2009.0,Misc,MTV Games,Harmonix Music Systems,0.1,0.0,0.0,,tbd
Aqua Aqua,PS2,2000.0,Puzzle,3DO,Zed Two Limited,0.05,0.04,0.0,79.0,tbd
BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,Arc System Works,0.05,0.01,0.04,64.0,6.1
Cats & Dogs: The Revenge of Kitty Galore,DS,2010.0,Action,505 Games,,0.1,0.0,0.0,,
Mega Man Zero 4,GBA,2005.0,Platform,Capcom,Inti,0.08,0.03,0.0,77.0,9.1
NASCAR '14,PS3,2014.0,Racing,Deep Silver,Eutechnyx,0.09,0.0,0.0,67.0,4.6
Where the Wild Things Are,PS3,2009.0,Platform,Warner Bros. Interactive Entertainment,Griptonite Games,0.09,0.01,0.0,53.0,4.8
Black Bass with Blue Marlin,PS,1999.0,Sports,Starfish,,0.06,0.04,0.0,,
DJ Max Fever,PSP,2009.0,Misc,PM Studios,Pentavision Entertainment,0.09,0.0,0.0,77.0,6.5
Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005.0,Role-Playing,Nintendo,,0.0,0.0,0.11,,
Shrek: Forever After,X360,2010.0,Platform,Activision,Xpec,0.1,0.0,0.0,62.0,6.2
My Boyfriend,DS,2008.0,Simulation,DTP Entertainment,Eidos Interactive,0.1,0.0,0.0,,tbd
Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006.0,Adventure,Aqua Plus,,0.0,0.0,0.11,,
Dawn of Discovery,DS,2009.0,Simulation,Ubisoft,Keen Games,0.07,0.03,0.0,82.0,7.3
Pro Evolution Soccer 2016,XOne,2015.0,Sports,Konami Digital Entertainment,Konami,0.04,0.06,0.0,85.0,6.2
Hyper Formation Soccer,PS,1995.0,Sports,Human Entertainment,,0.0,0.0,0.1,,
Tiger Woods PGA Tour 06,GC,2005.0,Sports,Electronic Arts,EA Sports,0.08,0.02,0.0,82.0,4.8
Jupiter Strike,PS,1994.0,Shooter,Acclaim Entertainment,,0.06,0.04,0.0,,
Totally Spies! Totally Party,Wii,2008.0,Misc,Ubisoft,,0.09,0.01,0.0,,
Sudokuro,DS,2007.0,Puzzle,Crave Entertainment,FrontLine Studios,0.1,0.0,0.0,,tbd
ArmA III,PC,2013.0,Shooter,Bohemia Interactive,Bohemia Interactive,0.0,0.1,0.0,74.0,7.4
Saigo no Yakusoku no Monogatari,PSP,2011.0,Role-Playing,Unknown,,0.0,0.0,0.11,,
Metal Gear Solid Integral,PS,1999.0,Adventure,Konami Digital Entertainment,,0.0,0.0,0.1,,
Tetris Evolution,X360,2007.0,Puzzle,THQ,Mass Media,0.08,0.02,0.0,52.0,tbd
Green Lantern: Rise of the Manhunters,DS,2011.0,Action,Warner Bros. Interactive Entertainment,Griptonite Games,0.07,0.02,0.0,,tbd
FIFA World Cup Germany 2006,PSP,2006.0,Sports,Electronic Arts,EA Canada,0.1,0.0,0.0,72.0,7.3
Fit in Six,Wii,2011.0,Sports,Ubisoft,Blue Byte,0.1,0.0,0.0,,tbd
Reign of Fire,GC,2002.0,Shooter,BAM! Entertainment,Kuju Entertainment,0.08,0.02,0.0,54.0,5.9
Naruto Shippuden: Naruto vs. Sasuke,DS,2008.0,Action,Takara Tomy,Takara Tomy,0.07,0.0,0.03,64.0,tbd
MLB 14: The Show,PSV,2014.0,Sports,Sony Computer Entertainment America,SCEA San Diego Studios,0.08,0.0,0.0,68.0,7
Rogue Warrior,X360,2009.0,Shooter,Bethesda Softworks,Rebellion,0.09,0.01,0.0,28.0,2.8
Sniper Elite,Wii,2010.0,Shooter,Reef Entertainment,Rebellion,0.07,0.02,0.0,71.0,tbd
Tales of the World: Reve Unitia,3DS,2014.0,Role-Playing,Namco Bandai Games,,0.0,0.0,0.11,,
Sakura Wars,DC,2000.0,Adventure,Sega,,0.0,0.0,0.11,,
Jampack Volume 14 (RP-T),PS2,2006.0,Misc,Sony Computer Entertainment,,0.05,0.04,0.0,,
Pro Yakyuu Team o Tsukurou! 2,DS,2009.0,Sports,Sega,,0.0,0.0,0.11,,
Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,Electronic Arts,Warthog,0.08,0.02,0.0,64.0,8.2
Naruto Shippuden 3D: The New Era,3DS,2011.0,Action,505 Games,,0.0,0.04,0.06,,
Woody Woodpecker Racing,PS,1999.0,Racing,Konami Digital Entertainment,VU Games,0.06,0.04,0.0,46.0,
Martian Gothic: Unification,PS,2001.0,Adventure,Take-Two Interactive,Coyote Developments,0.06,0.04,0.0,64.0,6.1
Final Fantasy XII International Zodiac Job System,PS2,2007.0,Role-Playing,Square Enix,,0.0,0.0,0.11,,
Fight Club,XB,2004.0,Fighting,Vivendi Games,Genuine Games,0.08,0.02,0.0,37.0,4.7
WWE 2K17,X360,2016.0,Sports,Take-Two Interactive,Yuke's,0.05,0.04,0.0,,tbd
Carnage Heart,PS,1995.0,Strategy,Sony Computer Entertainment,,0.01,0.01,0.09,,
Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,Ubisoft Montreal,0.0,0.08,0.0,83.0,5.2
"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998.0,Adventure,Take-Two Interactive,,0.06,0.04,0.0,,
Kamen Rider: Climax Heroes,PS2,2009.0,Fighting,Namco Bandai Games,,0.0,0.0,0.11,,
Robotics;Notes,PS3,2012.0,Adventure,5pb,,0.0,0.0,0.11,,
Disney Channel Collection Vol. 1,GBA,2004.0,Misc,,,0.08,0.03,0.0,,
Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,Razorworks Studios,0.05,0.04,0.0,59.0,tbd
The Hardy Boys: The Hidden Theft,Wii,2009.0,Adventure,The Adventure Company,XPEC Entertainment Inc.,0.07,0.03,0.0,50.0,tbd
Virtual Hydlide,SAT,1995.0,Role-Playing,Sega,,0.0,0.0,0.11,,
Rango: The Video Game,DS,2011.0,Action,Electronic Arts,Behavior Studios,0.07,0.03,0.0,55.0,tbd
Warriors Orochi 3,PSP,2012.0,Action,Ubisoft Annecy,,0.0,0.0,0.11,,
Space Invaders,GBA,2002.0,Shooter,Activision,,0.08,0.03,0.0,,
FlatOut: Ultimate Carnage,X360,2007.0,Racing,Empire Interactive,Bugbear,0.07,0.02,0.0,80.0,8.8
Viewtiful Joe: Double Trouble!,DS,2005.0,Action,Capcom,,0.08,0.0,0.01,,
Digimon Digital Card Battle,PS,1999.0,Strategy,Namco Bandai Games,Bandai,0.06,0.04,0.0,51.0,9
Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,Ubisoft,,0.1,0.0,0.0,,
Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,Namco Bandai Games,Artdink,0.0,0.04,0.06,66.0,7.5
Kuroko's Basketball: Miracle Game,PSP,2012.0,Sports,Namco Bandai Games,,0.0,0.0,0.11,,
Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,Aqua Plus,Examu,0.05,0.0,0.05,75.0,7.8
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006.0,Sports,Konami Digital Entertainment,,0.0,0.0,0.11,,
Stronghold Kingdoms,PC,2011.0,Strategy,DTP Entertainment,FireFly Studios,0.0,0.1,0.0,75.0,4.9
Yuusha no Kuse ni Namaikida Or 3D,PSP,2010.0,Strategy,Sony Computer Entertainment,,0.0,0.0,0.11,,
Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,Immersion Software & Graphics,0.1,0.0,0.0,54.0,7.1
Dead to Rights II,XB,2005.0,Shooter,Electronic Arts,Namco,0.08,0.02,0.0,54.0,7.4
Hysteria Hospital: Emergency Ward,DS,2009.0,Action,Oxygen Interactive,Gameinvest,0.1,0.0,0.0,45.0,tbd
Project: Horned Owl,PS,1995.0,Shooter,Sony Computer Entertainment,,0.03,0.02,0.05,,
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012.0,Action,Namco Bandai Games,,0.0,0.0,0.11,,
Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,Vicious Cycle,0.05,0.04,0.0,60.0,6.5
Trauma Center: Under the Knife 2,DS,2008.0,Simulation,Atlus,Vanguard,0.1,0.0,0.0,79.0,8.5
Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995.0,Role-Playing,Namco Bandai Games,,0.0,0.0,0.11,,
Busou Shinki: Battle Masters Mk. 2,PSP,2011.0,Action,Konami Digital Entertainment,,0.0,0.0,0.11,,
Skylanders Imaginators,PS3,2016.0,Platform,Activision,Toys for Bob,0.02,0.07,0.0,,tbd
Cabela's Dangerous Hunts 2,XB,2005.0,Sports,Activision,Sand Grain Studios,0.08,0.02,0.0,63.0,tbd
Fate/Extella: The Umbral Star,PS4,2016.0,Action,PQube,Marvelous Inc.,0.0,0.0,0.11,,
Fairy Tail: Portable Guild,PSP,2010.0,Fighting,Konami Digital Entertainment,,0.0,0.0,0.11,,
Big League Sports: Summer,DS,2009.0,Sports,Activision,Koolhaus Games,0.09,0.0,0.0,,tbd
SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,Full-Fat,0.08,0.03,0.0,62.0,7.8
Brunswick Circuit Pro Bowling 2,PS,2000.0,Sports,THQ,,0.06,0.04,0.0,,
D,PS,1995.0,Adventure,Acclaim Entertainment,,0.0,0.0,0.1,,
Rock Revolution,DS,2008.0,Misc,Konami Digital Entertainment,"Zoe Mode, HB Studios Multimedia",0.1,0.0,0.0,,6.8
X-Men: The Official Game,DS,2006.0,Action,Activision,Amaze Entertainment,0.1,0.0,0.0,50.0,7.8
"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,Ackkstudios,Idea Factory,0.05,0.04,0.0,75.0,7.3
Ennichi no Tatsujin,Wii,2006.0,Misc,Namco Bandai Games,,0.0,0.0,0.1,,
Mind Zero,PSV,2013.0,Role-Playing,GungHo,Zerodiv,0.05,0.0,0.04,59.0,6
Rocky Balboa,PSP,2007.0,Sports,Ubisoft,Ubisoft,0.01,0.09,0.0,58.0,6.6
Wizardry VI: Bane of the Cosmic Forge,SNES,1995.0,Role-Playing,ASCII Entertainment,,0.0,0.0,0.1,,
Power Pocket Koushien,DS,2005.0,Sports,Konami Digital Entertainment,,0.0,0.0,0.1,,
Pro Yaky? Spirits 2010,PS2,2010.0,Sports,Konami Digital Entertainment,,0.0,0.0,0.1,,
Taiko no Tatsujin: V Version,PSV,2015.0,Action,Namco Bandai Games,,0.0,0.0,0.1,,
Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,Midway,0.05,0.04,0.0,24.0,4.1
Top Spin,PS2,2005.0,Sports,Take-Two Interactive,Pam Development,0.05,0.04,0.0,67.0,7.8
Derby Stallion P,PSP,2006.0,Sports,Enterbrain,,0.0,0.0,0.1,,
Family Feud: 2012 Edition,X360,2011.0,Misc,Ubisoft,Ubisoft,0.1,0.0,0.0,47.0,5.3
Kamen Rider: Battride War II,PS3,2014.0,Action,Namco Bandai Games,,0.0,0.0,0.1,,
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,Spike,,0.0,0.0,0.1,,
UFC: Tapout 2,XB,2003.0,Fighting,Capcom,DreamFactory,0.08,0.02,0.0,66.0,7.3
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007.0,Simulation,Konami Digital Entertainment,,0.0,0.0,0.1,,
The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,KING Art,0.0,0.08,0.0,82.0,8.2
My First Dollhouse,DS,2010.0,Misc,505 Games,505 Games,0.1,0.0,0.0,,tbd
Dreamer Series: Top Model,DS,2009.0,Simulation,DreamCatcher Interactive,,0.1,0.0,0.0,,tbd
Science Papa,DS,2009.0,Misc,Activision,Activision,0.09,0.01,0.0,,tbd
The Godfather: Mob Wars,PSP,2006.0,Action,Electronic Arts,Page 44 Studios,0.09,0.0,0.0,59.0,7.9
American Girl: Julie Finds a Way,DS,2007.0,Adventure,THQ,Webfoot Technologies,0.1,0.0,0.0,,tbd
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016.0,Action,Namco Bandai Games,,0.0,0.0,0.1,,
Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,Konami Digital Entertainment,,0.0,0.0,0.1,,
Ski-Doo Snowmobile Challenge,PS3,2009.0,Racing,PQube,Coldwood Interactive,0.1,0.0,0.0,,tbd
Vexx,XB,2003.0,Platform,Acclaim Entertainment,Acclaim,0.08,0.02,0.0,70.0,8.5
F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,Electronic Arts,0.05,0.04,0.0,70.0,7.7
Pariah,XB,2005.0,Action,Hip Interactive,Digital Extremes,0.08,0.02,0.0,70.0,7.4
Cabela's Outdoor Adventures,XB,2005.0,Sports,Zoo Digital Publishing,FUN Labs,0.08,0.02,0.0,,tbd
Fatal Frame 2: Wii Edition,Wii,2012.0,Action,Nintendo,,0.0,0.0,0.1,,
Metal Slug 3,XB,2004.0,Shooter,Ignition Entertainment,SNK,0.08,0.02,0.0,76.0,5.1
World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006.0,Misc,Activision,,0.1,0.0,0.0,,
Motocross Mania 3,PS2,2004.0,Racing,Take-Two Interactive,Deibus Studios,0.05,0.04,0.0,,
Sacred 3,PS3,2014.0,Role-Playing,Deep Silver,"Deep Silver, Keen Games",0.03,0.04,0.03,56.0,3.4
Yoostar2,PS3,2011.0,Misc,Unknown,Blitz Games Studios,0.04,0.04,0.0,54.0,tbd
Pro Yakyuu Famista DS 2009,DS,2009.0,Sports,Namco Bandai Games,,0.0,0.0,0.1,,
Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,Konami Digital Entertainment,KCET,0.09,0.0,0.0,79.0,6.5
Banjo-Pilot,GBA,2005.0,Racing,THQ,Rare Ltd.,0.07,0.03,0.0,68.0,5.9
Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,Tecmo,0.02,0.02,0.06,69.0,8.3
Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,InXile Entertainment,0.03,0.06,0.0,81.0,7.3
The First Templar,X360,2011.0,Action,Kalypso Media,Haemimont,0.06,0.04,0.0,52.0,6.3
Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,SCE Japan Studio,0.0,0.03,0.06,81.0,8.3
Digimon Story: Lost Evolution,DS,2010.0,Role-Playing,Namco Bandai Games,,0.0,0.0,0.1,,
Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,Hudson Soft,0.05,0.04,0.0,54.0,4
Princess Debut,DS,2008.0,Misc,Cave,Cave,0.1,0.0,0.0,71.0,7.4
Pro Evolution Soccer 2014,PC,2013.0,Action,Konami Digital Entertainment,Konami,0.0,0.1,0.0,74.0,4.4
Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,,0.05,0.04,0.0,,
Metal Arms: Glitch in the System,GC,2003.0,Shooter,Vivendi Games,Swingin' Ape,0.08,0.02,0.0,83.0,9.3
Etrian Odyssey II: Heroes of Lagaard,3DS,2014.0,Role-Playing,Atlus,,0.0,0.0,0.1,,
The Bachelor: The Videogame,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,,0.1,0.0,0.0,,
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,Ubisoft Montreal,0.08,0.02,0.0,81.0,8.5
Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,LucasArts,0.05,0.04,0.0,84.0,8.2
Disney's Chicken Little: Ace In Action,Wii,,Shooter,Disney Interactive Studios,Avalanche Software,0.09,0.0,0.0,72.0,tbd
The Lord of the Rings: Conquest,DS,2009.0,Action,Electronic Arts,Artificial Mind and Movement,0.09,0.01,0.0,61.0,7.8
Imagine: Soccer Captain,DS,2009.0,Sports,Ubisoft,Powerhead Games,0.1,0.0,0.0,,tbd
Mickey's Speedway USA (weekly JP sales),N64,2000.0,Racing,Nintendo,,0.0,0.0,0.1,,
Brain Quest: Grades 5 & 6,DS,2008.0,Misc,Electronic Arts,,0.1,0.0,0.0,,
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010.0,Misc,Ubisoft,Ludia Inc.,0.1,0.0,0.0,,tbd
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006.0,Adventure,Sony Computer Entertainment,,0.0,0.0,0.1,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011.0,Action,THQ,,0.06,0.03,0.0,,
Power Rangers: Super Legends,DS,2007.0,Action,Disney Interactive Studios,,0.08,0.02,0.0,,
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013.0,Shooter,Namco Bandai Games,,0.0,0.0,0.1,,
Kidou Senshi Gundam UC,PS3,2012.0,Action,Namco Bandai Games,,0.0,0.0,0.1,,
Gretzky NHL,PSP,2005.0,Sports,Sony Computer Entertainment,Page 44 Studios,0.1,0.0,0.0,61.0,7.4
Corvette Evolution GT,DS,2008.0,Racing,Black Bean Games,Jack of All Games,0.1,0.0,0.0,,tbd
Momotarou Dentetsu 16,Wii,2007.0,Misc,Hudson Soft,,0.0,0.0,0.1,,
Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,SCEE,0.05,0.04,0.0,78.0,8.6
Road Rash: Jailbreak,GBA,2003.0,Racing,Zoo Digital Publishing,Magic Pockets,0.07,0.03,0.0,78.0,9.3
Syberia,XB,2003.0,Action,Microids,Microids,0.08,0.02,0.0,72.0,7
Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,Frontier Developments,0.09,0.0,0.0,72.0,0.6
Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,Ubisoft Shanghai,0.09,0.01,0.0,66.0,6
G1 Jockey 3,PS2,2002.0,Sports,THQ,Koei/Inis,0.02,0.01,0.07,71.0,9
Family Fun Football,Wii,2009.0,Sports,Tecmo Koei,"Seamless Entertainment, Inc.",0.1,0.0,0.0,,tbd
Atsumare! Power Pro Kun no DS Koushien,DS,,Sports,,,0.0,0.0,0.1,,
Exit DS,DS,2008.0,Puzzle,Square Enix,Moss,0.09,0.0,0.01,64.0,6.7
Revolution X,PS,1995.0,Shooter,Acclaim Entertainment,,0.06,0.04,0.0,,
Little Battlers eXperience W,3DS,2013.0,Role-Playing,Level 5,,0.0,0.0,0.1,,
Riviera: The Promised Land,GBA,2004.0,Role-Playing,Sting,Sting,0.07,0.03,0.0,76.0,9.2
Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,Gaijin Entertainment,0.07,0.02,0.0,52.0,6.5
Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,Sting,Sting,0.05,0.0,0.04,73.0,7.9
Top Gun: Combat Zones,GBA,2004.0,Simulation,Mastiff,,0.07,0.03,0.0,,
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014.0,Role-Playing,Atlus,,0.03,0.02,0.05,,
"Sesame Street: Ready, Set, Grover!",Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,,0.1,0.0,0.0,,
Brooktown High: Senior Year,PSP,2007.0,Simulation,Konami Digital Entertainment,Backbone Entertainment,0.09,0.0,0.0,51.0,tbd
Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,Taito Corporation,0.05,0.04,0.0,72.0,7.5
Doko Demo Issho,PSP,2004.0,Misc,Sony Computer Entertainment,,0.0,0.0,0.1,,
Universe at War: Earth Assault,X360,2008.0,Action,Sega,Petroglyph,0.09,0.01,0.0,66.0,8.3
Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,Activision,WayForward,0.09,0.01,0.0,,tbd
Gem Quest: 4 Elements,DS,2011.0,Puzzle,Mastertronic,"Joindots, Mastertronic",0.05,0.05,0.0,,tbd
Beyond Good & Evil,XB,2003.0,Adventure,Ubisoft,,0.08,0.02,0.0,,
Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,Namco,0.05,0.04,0.0,51.0,6.2
Just In Time Translations,DS,2009.0,Misc,THQ,THQ,0.1,0.0,0.0,,tbd
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995.0,Fighting,Atlus,,0.0,0.0,0.1,,
Vandal Hearts II,PS,1999.0,Strategy,Konami Digital Entertainment,,0.06,0.04,0.0,,
Samurai Warriors Chronicles 2nd,3DS,2012.0,Action,Ubisoft Annecy,,0.0,0.0,0.1,,
Rome: Total War,PC,2004.0,Strategy,Activision,Creative Assembly,0.0,0.09,0.0,92.0,9.1
Toaru Majutsu no Index,PSP,2011.0,Adventure,Kadokawa Shoten,,0.0,0.0,0.1,,
Doom 3,PC,2004.0,Shooter,Activision,id Software,0.05,0.04,0.0,87.0,7.6
WireWay,DS,2009.0,Adventure,Konami Digital Entertainment,Konami,0.1,0.0,0.0,62.0,tbd
Astro Boy: The Video Game,DS,2009.0,Action,D3Publisher,Art,0.09,0.0,0.0,34.0,tbd
Uta no Prince-Sama: Music,PSP,2011.0,Misc,Broccoli,,0.0,0.0,0.1,,
UNO / Skip-Bo / UNO Freefall,DS,2006.0,Misc,Zoo Digital Publishing,Black Lantern Studios,0.1,0.0,0.0,59.0,tbd
Ride,XOne,2015.0,Racing,Milestone S.r.l.,Milestone S.r.l,0.04,0.05,0.0,54.0,5.3
Culdcept DS,DS,2008.0,Strategy,Sega,,0.0,0.0,0.1,,
NASCAR The Game: Inside Line,X360,2012.0,Racing,Activision,Eutechnyx,0.09,0.0,0.0,72.0,3.4
How to Train Your Dragon 2,PS3,2014.0,Adventure,Little Orbit,Torus Games,0.03,0.06,0.0,,tbd
JU-ON: The Grudge,Wii,2009.0,Action,Rising Star Games,FeelPlus,0.07,0.01,0.01,39.0,5.6
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009.0,Racing,Konami Digital Entertainment,,0.09,0.01,0.0,,
Colin McRae Rally 04,XB,2004.0,Racing,Codemasters,Codemasters,0.08,0.02,0.0,84.0,8.1
The King of Fighters: Dream Match 1999,DC,1999.0,Fighting,SNK,,0.0,0.0,0.1,,
Monster Jam: Maximum Destruction,GBA,2002.0,Racing,Ubisoft,UDS,0.07,0.03,0.0,58.0,tbd
FIFA Street,XB,2005.0,Sports,Electronic Arts,EA Canada,0.08,0.02,0.0,60.0,8
Weiss Schwarz Portable,PSP,2011.0,Strategy,Namco Bandai Games,,0.0,0.0,0.1,,
Dora's Big Birthday Adventure,Wii,2010.0,Misc,Take-Two Interactive,High Voltage Software,0.09,0.01,0.0,,tbd
The Sims 4: City Living,PC,2016.0,Simulation,Electronic Arts,Maxis,0.02,0.08,0.0,77.0,5.7
Kirarin * Revolution: Mezase! Idol Queen,DS,2007.0,Simulation,Konami Digital Entertainment,,0.0,0.0,0.1,,
Dungeons & Dragons Tactics,PSP,2007.0,Strategy,Atari,,0.09,0.0,0.0,,
X-Men: Children of the Atom,PS,1998.0,Fighting,Acclaim Entertainment,,0.06,0.04,0.0,,
Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,THQ,Climax Group,0.08,0.02,0.0,63.0,6.2
America's Next Top Model,DS,2008.0,Action,Eidos Interactive,Arts Software,0.1,0.0,0.0,,tbd
Blitz: The League II,X360,2008.0,Sports,Midway Games,Midway,0.08,0.01,0.0,68.0,7.2
Math Blaster in the Prime Adventure,DS,2009.0,Misc,Majesco Entertainment,Knowledge Adventure Inc.,0.09,0.0,0.0,,tbd
Blue Stinger,DC,1999.0,Adventure,Activision,,0.0,0.0,0.1,,
Shellshock,PS,1995.0,Action,Core Design Ltd.,,0.06,0.04,0.0,,
Miami Law,DS,2009.0,Adventure,Konami Digital Entertainment,Hudson Entertainment,0.09,0.0,0.0,56.0,8.8
Hot Wheels Ultimate Racing,PSP,2007.0,Action,Activision,Raylight Studios,0.09,0.0,0.0,60.0,tbd
Capcom vs. SNK 2 EO,XB,2003.0,Fighting,Capcom,Capcom,0.08,0.02,0.0,80.0,8.7
Inazuma Eleven GO Strikers 2013,Wii,2012.0,Role-Playing,Level 5,,0.0,0.0,0.1,,
Metal Gear Solid HD Edition,PS3,2011.0,Action,Konami Digital Entertainment,,0.0,0.0,0.1,,
